"sku","barcode","name","description","client_owner_id","product_family","velocity_class","unit_cost","minimum_stock_level","maximum_stock_level","pick_down_to_level","supplier_lead_time_days","temperature_requirement","lot_tracked","batch_tracked","expiry_tracked","rotation_method","active"
"WNPBB-8","PBB-8","8"" Polycarbonate Pebbled Salad Bowl 12/Cs","","","Institutional Supplies : Foodservice","","2.2","","","","","","","","","","true"
"WNPBC-16","PBC-16","16"" Plastic Coated Pastry Bags ( Piping ) 144/Cs","","","Disposables","","1.82","","","","","","","","","","true"
"WNPBC-21","PBC-21","21"" Plastic Coated Pastry Bags ( Piping ) 72/Cs","","","Disposables","","2.11","","","","","","","","","","true"
"WNPBD-3","PBD-3","Plastic 3 Gallon Slim Beverage Dispenser","","","Institutional Supplies : Foodservice","","31.25","","","","","","","","","","true"
"WNPBD-3SK","PBD-3SK","Plastic 3 Gallon Square Beverage Dispenser","","","Institutional Supplies : Foodservice","","19.8","","","","","","","","","","true"
"WNPBDW-22","PBDW-22","6 Gal White Beverage Dispenser With Spout 4/Cs","","","Institutional Supplies : Foodservice","","19.97","","","","","","","","","","true"
"WNPCSC-12C","PCSC-12C","12Qt Clear Square Food Storage Container With Marking","","","Institutional Supplies : Foodservice","","13.8","","","","","","","","","","true"
"WNPCSC-18C","PCSC-18C","18Qt Clear Square Food Storage Container With Marking","","","Institutional Supplies : Foodservice","","18.48","","","","","","","","","","true"
"WNPCSC-22C","PCSC-22C","22Qt Clear Square Food Storage Container With Marking","","","Institutional Supplies : Foodservice","","24.3","","","","","","","","","","true"
"WNPCSC-2C","PCSC-2C","2Qt Clear Square Food Storage Container With Marking","","","Institutional Supplies : Foodservice","","3.72","","","","","","","","","","true"
"WNPCSC-4C","PCSC-4C","4Qt Clear Square Food Storage Container With Marking","","","Institutional Supplies : Foodservice","","5.57","","","","","","","","","","true"
"WNPCSC-6C","PCSC-6C","6Qt Clear Square Food Storage Container With Marking","","","Institutional Supplies : Foodservice","","7.95","","","","","","","","","","true"
"WNPCSC-8C","PCSC-8C","8Qt Clear Square Food Storage Container With Marking","","","Institutional Supplies : Foodservice","","9.32","","","","","","","","","","true"
"WNPDS-5","PDS-5","Plastic Dough Scraper ( 5.5 X 3.75 ) 12/Box","","","Institutional Supplies : Foodservice","","7.13","","","","","","","","","","true"
"WNPDT-05","PDT-05","0.5L Polycarbonate Decanter With Flip Lid   12/Cs","","","Institutional Supplies : Foodservice","","2.37","","","","","","","","","","true"
"WNPDT-10","PDT-10","1L Polycarbonate Decanter With Flip Lid   12/Cs","","","Institutional Supplies : Foodservice","","3.61","","","","","","","","","","true"
"WNPDT-15","PDT-15","1.5L Polycarbonate Decanter With Flip Lid   12/Cs","","","Institutional Supplies : Foodservice","","6.1","","","","","","","","","","true"
"WNPECC-128","PECC-128","Blue Plastic Cover For Food Storage Cont (12,18 & 22Qt)","","","Institutional Supplies : Foodservice","","1.98","","","","","","","","","","true"
"WNPECC-24","PECC-24","Green Plastic Cover For Food Storage Cont (2 & 4Qt)","","","Institutional Supplies : Foodservice","","0.94","","","","","","","","","","true"
"WNPECC-68","PECC-68","Red Plastic Cover For Food Storage Cont (6 & 8Qt)","","","Institutional Supplies : Foodservice","","1.45","","","","","","","","","","true"
"WNPF-16","PF-16","16oz White Plastic Funnel 12/Cs","","","Institutional Supplies : Foodservice","","0.82","","","","","","","","","","true"
"WNPF-32","PF-32","32oz White Plastic Funnel 12/Cs","","","Institutional Supplies : Foodservice","","1.02","","","","","","","","","","true"
"WNPF-8","PF-8","8oz White Plastic Funnel 12/Cs","","","Institutional Supplies : Foodservice","","0.56","","","","","","","","","","true"
"WNPFB-10G","PFB-10G","Green Oval Basket ( 9.5 X 5 X 2 ) 12/Pk","","","Institutional Supplies : Foodservice","","4.75","","","","","","","","","","true"
"WNPFFW-12","PFFW-12","White Food Storage Box ( 18 X 26 X 12)  6/Cs","","","Institutional Supplies : Foodservice","","26.97","","","","","","","","","","true"
"WNPFFW-3","PFFW-3","White Food Storage Box ( 18 X 26 X 3) 6/Cs","","","Institutional Supplies : Foodservice","","11.91","","","","","","","","","","true"
"WNPFFW-6","PFFW-6","White Food Storage Box ( 18 X 26 X 6 ) 6/Cs","","","Institutional Supplies : Foodservice","","13","","","","","","","","","","true"
"WNPFFW-C","PFFW-C","White Full Size Cover For Pffw Series  6/Cs","","","Institutional Supplies : Foodservice","","9.23","","","","","","","","","","true"
"WNPFHW-3","PFHW-3","White Food Storage Box ( 12 X 18 X 3 ) 12/Cs","","","Institutional Supplies : Foodservice","","11.91","","","","","","","","","","true"
"WNPFHW-6","PFHW-6","White Food Storage Box ( 18 X 12 X 6 ) 12/Cs","","","Institutional Supplies : Foodservice","","8.27","","","","","","","","","","true"
"WNPFHW-9","PFHW-9","White Food Storage Box ( 18 X 12 X 9 ) 12/Cs","","","Institutional Supplies : Foodservice","","10.8","","","","","","","","","","true"
"WNPFHW-C","PFHW-C","Half Size Cover For White Food Storage Boxes  6/Cs","","","Institutional Supplies : Foodservice","","4.72","","","","","","","","","","true"
"WNPFSF-15","PFSF-15","Clear Food Storage Box ( 18 X 26 X 15 ) 3/Cs","","","Institutional Supplies : Foodservice","","47.69","","","","","","","","","","true"
"WNPFSF-9","PFSF-9","Clear Food Storage Box ( 18 X 26 X 9 ) 4/Cs","","","Institutional Supplies : Foodservice","","41.29","","","","","","","","","","true"
"WNPFSF-C","PFSF-C","Clear Polycarbonate Lid For Pfsf Series 12/Cs","","","Institutional Supplies : Foodservice","","11.98","","","","","","","","","","true"
"WNPFSF-DS","PFSF-DS","Polycarbonate Drain Shelves For Pfsf Series 12/Cs","","","Institutional Supplies : Foodservice","","8.12","","","","","","","","","","true"
"WNPFSH-3","PFSH-3","Clear Food Storage Box ( 18 X 12 X 3.5 ) 12/Cs","","","Institutional Supplies : Foodservice","","10.78","","","","","","","","","","true"
"WNPFSH-6","PFSH-6","Clear Food Storage Box ( 18 X 12 X 6 ) 6/Cs","","","Institutional Supplies : Foodservice","","12.89","","","","","","","","","","true"
"WNPFSH-9","PFSH-9","Clear Food Storage Box ( 18 X 12 X 9 ) 6/Cs","","","Institutional Supplies : Foodservice","","16.85","","","","","","","","","","true"
"WNPFSH-C","PFSH-C","Clear Polycarbonate Lid For Pfsh Series 12/Cs","","","Institutional Supplies : Foodservice","","7.07","","","","","","","","","","true"
"WNPGW-2416","PGW-2416","24 X 16 Stainless Steel Pan Grate   12/Cs","","","Institutional Supplies : Foodservice","","5.14","","","","","","","","","","true"
"WNPGWS-1018","PGWS-1018","10 X 18 Stainless Steel Pan Grate   12/Cs","","","Institutional Supplies : Foodservice","","5.26","","","","","","","","","","true"
"WNPGWS-810","PGWS-810","8 X 10 Stainless Steel Pan Grate 12/Cs","","","Institutional Supplies : Foodservice","","4.86","","","","","","","","","","true"
"WNPJC-4538","PJC-4538","Black Janitorial Cart W/ Bag & 3 Shelves ( 45X18.25X38.25 )","","","Institutional Supplies : Cleaning Supplies","","98.65","","","","","","","","","","true"
"WNPK-C4","PK-C4","3 15/16"" Frill Toothpicks - Assorted 1000/Pk 10Pks/Cs","","","Disposables","","5.61","","","","","","","","","","true"
"WNPK-P4E","PK-P4","Cocktail Parasol Picks 144/Pk","","","Disposables","","4.21","","","","","","","","","","true"
"WNPKT-1","PKT-1","White Pump Dispenser With 3 Restrictors 12/Cs","","","Institutional Supplies : Foodservice","","3.98","","","","","","","","","","true"
"WNPL-36NC","PL-36NC","White Cover For Dough Boxes 12/Cs","","","Institutional Supplies : Foodservice","","10.35","","","","","","","","","","true"
"WNPL-3N","PL-3N","White Dough Box ( 25 X 18 X 3.25 ) 6/Cs","","","Institutional Supplies : Foodservice","","19.02","","","","","","","","","","true"
"WNPL-4B","PL-4B","Grey 4-Section Plastic Cutlery Bin  12/Cs","","","Institutional Supplies : Foodservice","","6.93","","","","","","","","","","true"
"WNPL-57C","PL-57C","Grey Dish Box Cover 12/Cs","","","Institutional Supplies : Foodservice","","2.29","","","","","","","","","","true"
"WNPL-57K","PL-57K","Black Dish Box Cover 12/Cs","","","Institutional Supplies : Foodservice","","4.37","","","","","","","","","","true"
"WNPL-57W","PL-57W","White Dish Box Cover 12/Cs","","","Institutional Supplies : Foodservice","","2.37","","","","","","","","","","true"
"WNPL-5G","PL-5G","Grey Dish Box ( 20.25 X 15.5 X 5 ) 12/Cs","","","Institutional Supplies : Foodservice","","4.19","","","","","","","","","","true"
"WNPL-5K","PL-5K","Black Dish Box ( 20.25 X 15.5 X 5 ) 12/Cs","","","Institutional Supplies : Foodservice","","4.49","","","","","","","","","","true"
"WNPL-7G","PL-7G","Grey Dish Box ( 21.5 X 15 X 7 ) 6/Cs","","","Institutional Supplies : Foodservice","","4.92","","","","","","","","","","true"
"WNPL-7K","PL-7K","Black Dish Box ( 21.5 X 15 X 7 ) 6/Cs","","","Institutional Supplies : Foodservice","","3.62","","","","","","","","","","true"
"WNPL-7W","PL-7W","White Dish Box ( 21.5 X 15 X 7 ) 6/Cs","","","Institutional Supplies : Foodservice","","3.24","","","","","","","","","","true"
"WNPL-8","PL-8","Grey Polypropylene Lug Box ( 24 X 15 X 8 ) 6/Cs","","","Institutional Supplies : Foodservice","","13.31","","","","","","","","","","true"
"WNPL-8C","PL-8C","Grey Cover For PL-8 12/Cs","","","Institutional Supplies : Foodservice","","3.55","","","","","","","","","","true"
"WNPLB-G","PLB-G","Green Oval 12Pk Platter Basket ( 10.75 X 7.25 X 1.5 ) 12/Pk","","","Institutional Supplies : Foodservice","","7.8","","","","","","","","","","true"
"WNPLB-K","PLB-K","Black Oval 12Pk Platter Basket ( 10.75 X 7.25 X 1.5 ) 12/Pk","","","Institutional Supplies : Foodservice","","8.35","","","","","","","","","","true"
"WNPLB-R","PLB-R","Red Oval 12Pk Platter Basket ( 10.75 X 7.25 X 1.5 ) 12/Pk","","","Institutional Supplies : Foodservice","","7.8","","","","","","","","","","true"
"WNPLB-Y","PLB-Y","Yellow Oval 12Pk Platt. Basket (10.75 X 7.25 X 1.5) 12/Pk","","","Institutional Supplies : Foodservice","","8.89","","","","","","","","","","true"
"WNPMC-9K","PMC-9K","Black Single View Menu Cover ( 12 X 9.5 )    25/Cs","","","Institutional Supplies : Foodservice","","1.11","","","","","","","","","","true"
"WNPMC-9U","PMC-9U","Burgundy Single View Menu Cover ( 12 X 9.5 )   25/Cs","","","Institutional Supplies : Foodservice","","0.62","","","","","","","","","","true"
"WNPMCP-100","PMCP-100","Polycarbonate Measuring Cup W/ Markings (1Qt/32oz/4Cup)  6/Cs","","","Institutional Supplies : Foodservice","","3.6","","","","","","","","","","true"
"WNPMCP-200","PMCP-200","Polycarbonate Measuring Cup W/ Markings (2Qt/64oz/8Cup) 6/Cs","","","Institutional Supplies : Foodservice","","6.01","","","","","","","","","","true"
"WNPMCP-25","PMCP-25","Polycarbonate Measuring Cup W/ Markings(0.25Qt/8oz/1Cup) 6/Cs","","","Institutional Supplies : Foodservice","","1.57","","","","","","","","","","true"
"WNPMCP-400","PMCP-400","Polycarbonate Measuring Cup W/ Markings(4Qt/128oz/16Cup) 6/Cs","","","Institutional Supplies : Foodservice","","9.15","","","","","","","","","","true"
"WNPMCP-50","PMCP-50","Polycarbonate Measuring Cup W/ Markings(1Pint/16oz/2Cup) 6/Cs","","","Institutional Supplies : Foodservice","","2.29","","","","","","","","","","true"
"WNPMU-25","PMU-25","Polycarbonate Measuring Cup W/ Markings (8oz/1Cup) 12/Cs","","","Institutional Supplies : Foodservice","","2.01","","","","","","","","","","true"
"WNPN-10","PN-10","10"" Stainless Steel Piano Whip 12/Cs","","","Institutional Supplies : Foodservice","","2.08","","","","","","","","","","true"
"WNPN-12","PN-12","12"" Stainless Steel Piano Whip 12/Cs","","","Institutional Supplies : Foodservice","","1.58","","","","","","","","","","true"
"WNPN-18","PN-18","18"" Stainless Steel Piano Whip 12/Cs","","","Institutional Supplies : Foodservice","","3.12","","","","","","","","","","true"
"WNPOA-8","POA-8","8"" Aluminium Pail Opener 6/Cs","","","Institutional Supplies : Foodservice","","2.89","","","","","","","","","","true"
"WNPPA-100","PPA-100","1oz Measuring Pourer With Red Tail 12/Pk","","","Institutional Supplies : Foodservice","","16.92","","","","","","","","","","true"
"WNPPA-125","PPA-125","1.25oz Measuring Pourer With Clear Tail 12/Pk","","","Institutional Supplies : Foodservice","","11.19","","","","","","","","","","true"
"WNPPA-150","PPA-150","1.5oz Measuring Pourer With Yellow Tail 12/Pk","","","Institutional Supplies : Foodservice","","11.8","","","","","","","","","","true"
"WNPPA-200","PPA-200","2oz Measuring Pourer With White Tail 12/Pk","","","Institutional Supplies : Foodservice","","21.81","","","","","","","","","","true"
"WNPPC-4","PPC-4","4"" Pizza Cutter With Black Handle  12/Cs","","","Institutional Supplies : Foodservice","","3.01","","","","","","","","","","true"
"WNPPC-4W","PPC-4W","4"" Pizza Cutter With White Handle 12/Cs","","","Institutional Supplies : Foodservice","","3.99","","","","","","","","","","true"
"WNPPH-1W","PPH-1W","White 12-Pk Plastic Sugar Packet Holder 6Pks/Cs","","","Institutional Supplies : Foodservice","","3.7","","","","","","","","","","true"
"WNPPL-6G","PPL-6G","6Qt Cleaning Pail With Handle - Green  12/Cs","","","Institutional Supplies : Cleaning Supplies","","4.47","","","","","","","","","","true"
"WNPPL-6R","PPL-6R","6Qt Cleaning Pail With Handle - Red 12/Cs","","","Institutional Supplies : Cleaning Supplies","","4.47","","","","","","","","","","true"
"WNPPM-4","PPM-4","Classic Tapered Medium Flow Metal Pourer   12/Pk","","","Institutional Supplies : Foodservice","","5.05","","","","","","","","","","true"
"WNPPM-6","PPM-6","Oversized Tapered Metal Pourer W/Yellow Plastic Stopper 12/Pk","","","Institutional Supplies : Foodservice","","9.72","","","","","","","","","","true"
"WNPR-9","PR-9","Stainless Steel Round Potato Ricer ( 5 X 24.5 ) 6/Cs","","","Institutional Supplies : Foodservice","","4.19","","","","","","","","","","true"
"WNPS-10","PS-10","10oz Clear Polycarbonate Scoop 24/Cs","","","Institutional Supplies : Foodservice","","1.73","","","","","","","","","","true"
"WNPS-20","PS-20","20oz Clear Polycarbonate Scoop 24/Cs","","","Institutional Supplies : Foodservice","","2","","","","","","","","","","true"
"WNPS-32","PS-32","32oz Clear Polycarbonate Scoop 12/Cs","","","Institutional Supplies : Foodservice","","3.36","","","","","","","","","","true"
"WNPS-5","PS-5","5oz Clear Polycarbonate Scoop 24/Cs","","","Institutional Supplies : Foodservice","","1.93","","","","","","","","","","true"
"WNPS-50","PS-50","50oz Clear Polycarbonate Scoop 12/Cs","","","Institutional Supplies : Foodservice","","4.2","","","","","","","","","","true"
"WNPSBW-1W","PSBW-1W","22oz Pearl Shell Salad Bowl 12/Cs","","","Institutional Supplies : Foodservice","","2.54","","","","","","","","","","true"
"WNPSBW-5W","PSBW-5W","5Qt/160oz Pearl Shell Salad Bowl 6/Cs","","","Institutional Supplies : Foodservice","","7.56","","","","","","","","","","true"
"WNPSD-10","PSD-10","10"" Economy Silicone Scraper / Spatula 12/Cs","","","Institutional Supplies : Foodservice","","1.59","","","","","","","","","","true"
"WNPSD-14","PSD-14","14"" Economy Silicone Scraper / Spatula 12/Cs","","","Institutional Supplies : Foodservice","","4.19","","","","","","","","","","true"
"WNPSD-16","PSD-16","16"" Economy Silicone Scraper / Spatula 12/Cs","","","Institutional Supplies : Foodservice","","3.71","","","","","","","","","","true"
"WNPSG-10","PSG-10","10"" Bowl Shaped Silicone Scraper / Spatula   12/Cs","","","Institutional Supplies : Foodservice","","2.43","","","","","","","","","","true"
"WNPSG-14","PSG-14","14"" Bowl Shaped Silicone Scraper / Spatula   12/Cs","","","Institutional Supplies : Foodservice","","4.19","","","","","","","","","","true"
"WNPSG-16","PSG-16","16"" Bowl Shaped Silicone Scraper / Spatula   12/Cs","","","Institutional Supplies : Foodservice","","3.17","","","","","","","","","","true"
"WNPSH-10","PSH-10","10.5"" Flat Blade Silicone Scraper / Spatula   24/Cs","","","Institutional Supplies : Foodservice","","4","","","","","","","","","","true"
"WNPSH-14","PSH-14","14"" Flat Blade Silicone Scraper / Spatula   24/Cs","","","Institutional Supplies : Foodservice","","4.86","","","","","","","","","","true"
"WNPSH-16","PSH-16","16.25"" Flat Blade Silicone Scraper / Spatula   24/Cs","","","Institutional Supplies : Foodservice","","5.19","","","","","","","","","","true"
"WNPSR-9","PSR-9","28oz Plastic Spray Bottle With Green Trigger 50/Cs","","","Institutional Supplies : Foodservice","","1.77","","","","","","","","","","true"
"WNPSR-9B","PSR-9B","28oz Plastic Spray Bottle With Blue Trigger 50/Cs","","","Institutional Supplies : Foodservice","","2.01","","","","","","","","","","true"
"WNPSR-9W","PSR-9W","28oz Plastic Spray Bottle With White Trigger 50/Cs","","","Institutional Supplies : Foodservice","","2.01","","","","","","","","","","true"
"WNPSW-12C","PSW-12","12oz Wide Mouth Squeeze Bottle - Clear    6/Pk  12Pks/Cs","","","Institutional Supplies : Foodservice","","5.18","","","","","","","","","","true"
"WNPSW-12R","PSW-12R","12oz Wide Mouth Squeeze Bottle - Red    6/Pk  12Pks/Cs","","","Institutional Supplies : Foodservice","","2.99","","","","","","","","","","true"
"WNPSW-12Y","PSW-12Y","12oz Wide Mouth Squeeze Bottle - Yellow    6/Pk  12Pks/Cs","","","Institutional Supplies : Foodservice","","2.99","","","","","","","","","","true"
"WNPSW-16C","PSW-16C","16oz Wide Mouth Squeeze Bottle - Clear     6/Pk  8Pks/Cs","","","Institutional Supplies : Foodservice","","5.9","","","","","","","","","","true"
"WNPSW-16R","PSW-16R","16oz Wide Mouth Squeeze Bottle - Red   6/Pk  8Pks/Cs","","","Institutional Supplies : Foodservice","","5.9","","","","","","","","","","true"
"WNPSW-16Y","PSW-16Y","16oz Wide Mouth Squeeze Bottle - Yellow    6/Pk  8Pks/Cs","","","Institutional Supplies : Foodservice","","5.9","","","","","","","","","","true"
"WNPSW-24C","PSW-24C","24oz Wide Mouth Squeeze Bottle - Clear     6/Pk  8Pks/Cs","","","Institutional Supplies : Foodservice","","7.82","","","","","","","","","","true"
"WNPSW-24R","PSW-24R","24oz Wide Mouth Squeeze Bottle - Red     6/Pk  8Pks/Cs","","","Institutional Supplies : Foodservice","","6.98","","","","","","","","","","true"
"WNPSW-24Y","PSW-24Y","24oz Wide Mouth Squeeze Bottle - Yellow     6/Pk  8Pks/Cs","","","Institutional Supplies : Foodservice","","3.99","","","","","","","","","","true"
"WNPSW-32","PSW-32C","32oz Wide Mouth Squeeze Bottle - Clear    6/Pk  6Pks/Cs","","","Institutional Supplies : Foodservice","","9.77","","","","","","","","","","true"
"WNPSW-32R","PSW-32R","32oz Wide Mouth Squeeze Bottle - Red     6/Pk  6Pks/Cs","","","Institutional Supplies : Foodservice","","9.77","","","","","","","","","","true"
"WNPSW-32Y","PSW-32Y","32oz Wide Mouth Squeeze Bottle - Yellow    6/Pk  6Pks/Cs","","","Institutional Supplies : Foodservice","","9.77","","","","","","","","","","true"
"WNPSW-CAP","PSW-CAP","Red Cap For Squeeze Bottles 48/Pk","","","Institutional Supplies : Foodservice","","1.65","","","","","","","","","","true"
"WNPTC-23K","PTC-23K","23 Gallon Black Slender Trash Can","","","Institutional Supplies : Cleaning Supplies","","26.8","","","","","","","","","","true"
"WNPTC-23SG","PTC-23SG","23 Gallon Grey Slender Trash Can","","","Institutional Supplies : Cleaning Supplies","","18","","","","","","","","","","true"
"WNPTC-32G","PTC-32G","32 Gal Grey Heavy Duty Trash Can","","","Institutional Supplies : Cleaning Supplies","","20.55","","","","","","","","","","true"
"WNPTC-44G","PTC-44G","44 Gallon Grey Round Trash Can","","","Institutional Supplies : Cleaning Supplies","","47.71","","","","","","","","","","true"
"WNPTCL-23","PTCL-23","Cover For PTC-23SG Trash Can","","","Institutional Supplies : Cleaning Supplies","","5.65","","","","","","","","","","true"
"WNPTCL-23K","PTCL-23K","Cover For PTC-23K Trash Can","","","Institutional Supplies : Cleaning Supplies","","4.97","","","","","","","","","","true"
"WNPTCL-32","PTCL-32","Heavy Duty Trash Can Lid For PTC-32G","","","Institutional Supplies : Cleaning Supplies","","5.85","","","","","","","","","","true"
"WNPTCL-44","PTCL-44","Heavy Duty Trash Can Lid For PTC-44G","","","Institutional Supplies : Cleaning Supplies","","8.88","","","","","","","","","","true"
"WNPTM-18R","PTM-18R","4"" Round Potato Masher W/ 18"" Wooden Handle       6/Cs","","","Institutional Supplies : Foodservice","","4.59","","","","","","","","","","true"
"WNPTM-24R","PTM-24R","5"" Round Potato Masher With 24.5"" Wooden Handle       6/Cs","","","Institutional Supplies : Foodservice","","3.8","","","","","","","","","","true"
"WNPTMP-18R","PTMP-18R","4"" Round Potato Masher With 18"" Metal Handle       6/Cs","","","Institutional Supplies : Foodservice","","8.21","","","","","","","","","","true"
"WNPTMP-24R","PTMP-24R","5"" Round Potato Masher With 24.5"" Metal Handle       6/Cs","","","Institutional Supplies : Foodservice","","10.54","","","","","","","","","","true"
"WNPTP-05C","PTP-05C","5oz Clear Hard Pebbled Tumbler    12/Pk","","","Institutional Supplies : Foodservice","","4.14","","","","","","","","","","true"
"WNPTP-09B","PTP-09B","9.5oz Blue Hard Pebbled Tumbler    12/Pk","","","Institutional Supplies : Foodservice","","4.16","","","","","","","","","","true"
"WNPTP-09C","PTP-09C","9.5oz Clear Hard Pebbled Tumbler    12/Pk","","","Institutional Supplies : Foodservice","","6","","","","","","","","","","true"
"WNPTP-09R","PTP-09R","9.5oz Red Hard Pebbled Tumbler    12/Pk","","","Institutional Supplies : Foodservice","","4.5","","","","","","","","","","true"
"WNPTP-12B","PTP-12B","12oz Blue Hard Pebbled Tumbler    12/Pk","","","Institutional Supplies : Foodservice","","6.49","","","","","","","","","","true"
"WNPTP-12C","PTP-12C","12oz Clear Hard Pebbled Tumbler    12/Pk","","","Institutional Supplies : Foodservice","","6.49","","","","","","","","","","true"
"WNPTP-12R","PTP-12R","12oz Red Hard Pebbled Tumbler    12/Pk","","","Institutional Supplies : Foodservice","","6.49","","","","","","","","","","true"
"WNPTP-16C","PTP-16C","16oz Clear Hard Pebbled Tumbler    12/Pk","","","Institutional Supplies : Foodservice","","7.61","","","","","","","","","","true"
"WNPTP-20C","PTP-20C","20oz Clear Hard Pebbled Tumbler    12/Pk","","","Institutional Supplies : Foodservice","","8.8","","","","","","","","","","true"
"WNPTSC-12","PTSC-12","12Qt Translucent Square Food Storage Container With Marking","","","Institutional Supplies : Foodservice","","8.43","","","","","","","","","","true"
"WNPTSC-18","PTSC-18","18Qt Translucent Square Food Storage Container With Marking","","","Institutional Supplies : Foodservice","","10.96","","","","","","","","","","true"
"WNPTSC-2","PTSC-2","2Qt Translucent Square Food Storage Container With Marking","","","Institutional Supplies : Foodservice","","2.83","","","","","","","","","","true"
"WNPTSC-22","PTSC-22","22Qt Translucent Square Food Storage Container With Marking","","","Institutional Supplies : Foodservice","","13.87","","","","","","","","","","true"
"WNPTSC-4","PTSC-4","4Qt Translucnet Square Food Storage Container With Marking","","","Institutional Supplies : Foodservice","","3.85","","","","","","","","","","true"
"WNPTSC-6","PTSC-6","6Qt Translucent Square Food Storage Container With Marking","","","Institutional Supplies : Foodservice","","5.04","","","","","","","","","","true"
"WNPTSC-8","PTSC-8","8Qt Translucent Square Food Storage Container With Marking","","","Institutional Supplies : Foodservice","","5.71","","","","","","","","","","true"
"WNPWBK-8RE","PWBK-8R","Poly Woven Black & Gold Round Basket ( 8.25 X 2.25 ) 12/Pk","","","Institutional Supplies : Foodservice","","20.31","","","","","","","","","","true"
"WNPWBK-9V","PWBK-9V","Poly Woven Black & Gold Oval Basket ( 9 X 7 X 2.5 ) 12/Pk","","","Institutional Supplies : Foodservice","","23.59","","","","","","","","","","true"
"WNPWBN-16B","PWBN-16B","Rectangular Natural Woven Basket W/Handles (16 X 11 X3) 12/Cs","","","Institutional Supplies : Foodservice","","2.77","","","","","","","","","","true"
"WNPWBN-9V","PWBN-9V","Poly Woven Natural Oval Basket ( 9.5 X 6.5 X 2.75 )   12/Pk","","","Institutional Supplies : Foodservice","","16.25","","","","","","","","","","true"
"WNPWR-28K","PWR-28K","28Qt Black Rectangular Office Waste Basket 12/Cs","","","Institutional Supplies : Cleaning Supplies","","4.86","","","","","","","","","","true"
"WNRBM-35K","RBM-35K","Black Beveled Edge Rubber Floor Mat ( 3' X 5' )","","","Institutional Supplies : Cleaning Supplies","","17.97","","","","","","","","","","true"
"WNRBMH-35K","RBMH-35K","Black Grease Proof Rubber Floor Mat ( 3' X 5' X 3/4"" )","","","Institutional Supplies : Cleaning Supplies","","53.58","","","","","","","","","","true"
"WNRBMH-35R","RBMH-35R","Red Grease Proof Rubber Floor Mat ( 3' X 5' X 3/4"" )","","","Institutional Supplies : Cleaning Supplies","","54.45","","","","","","","","","","true"
"WNRC-P300","RC-P301","30 Cup Electric Rice Cooker (120V, 1550W)","","","Equipment : Other Appliances","","146.67","","","","","","","","","","true"
"WNRFM-2B","RFM-2B","2oz Fluted Bone Melamine Ramekins    12/Pk","","","Institutional Supplies : Foodservice","","4.17","","","","","","","","","","true"
"WNRFM-2W","RFM-2W","2oz Fluted White Melamine Ramekins    12/Pk","","","Institutional Supplies : Foodservice","","4.17","","","","","","","","","","true"
"WNRFM-3W","RFM-3W","3oz Fluted White Melamine Ramekins    12/Pk","","","Institutional Supplies : Foodservice","","6.62","","","","","","","","","","true"
"WNRFM-4W","RFM-4W","4oz Fluted White Melamine Ramekins   12/Pk","","","Institutional Supplies : Foodservice","","6.35","","","","","","","","","","true"
"WNRP-2KE","RP-2K","2oz Plain Black Melamine Ramekins 12/Pk","","","Institutional Supplies : Foodservice","","3.76","","","","","","","","","","true"
"WNRP-2WE","RP-2W","2oz Plain White Melamine Ramekins 12/Pk","","","Institutional Supplies : Foodservice","","4.46","","","","","","","","","","true"
"WNRP-3WE","RP-3W","3oz Plain White Melamine Ramekins 12/Pk","","","Institutional Supplies : Foodservice","","6.62","","","","","","","","","","true"
"WNRP-4KE","RP-4K","4oz Plain Black Melamine Ramekins 12/Pk","","","Institutional Supplies : Foodservice","","5.08","","","","","","","","","","true"
"WNRP-4WE","RP-4W","4oz Plain White Melamine Ramekins 12/Pk","","","Institutional Supplies : Foodservice","","5.08","","","","","","","","","","true"
"WNRP-6KE","RP-6K","6oz Plain Black Melamine Ramekins 12/Pk","","","Institutional Supplies : Foodservice","","8.81","","","","","","","","","","true"
"WNRP-6WE","RP-6W","6oz Plain White Melamine Ramekins   12/Pk","","","Institutional Supplies : Foodservice","","6.98","","","","","","","","","","true"
"WNRVS-4","RVS-4","Reserved Stainless Steel Sign ( 4.75 X 1.75 )     12/Cs","","","Institutional Supplies : Foodservice","","1.17","","","","","","","","","","true"
"WNSB-175R","SB-175R","Red 17.5"" Silicone Brush 24/Cs","","","Institutional Supplies : Foodservice","","2.49","","","","","","","","","","true"
"WNSBM-8N","SBM-8N","8"" Stainless Steel Netted Head Muddler 12/Cs","","","Institutional Supplies : Foodservice","","2.63","","","","","","","","","","true"
"WNSBR-30","SBR-30","20oz Stainless Steel Roll Top Sugar Bowl 12/Cs","","","Institutional Supplies : Foodservice","","6.2","","","","","","","","","","true"
"WNSBS-16","SBS-16","Half Size Silicone Baking Mat ( 11 X 16.5 )  10/Cs","","","Institutional Supplies : Foodservice","","5.62","","","","","","","","","","true"
"WNSBS-24","SBS-24","Full Size Silicone Baking Mat ( 16 X 24.5 ) 10/Cs","","","Institutional Supplies : Foodservice","","10.75","","","","","","","","","","true"
"WNSCAL-D22","SCAL-D22","Digital Portion Control Scale 22lb/10kg Capacity","","","Equipment","","42.93","","","","","","","","","","true"
"WNSCF-6R","SCF-6R","6.75"" Round Mesh Skimmer 12/Cs","","","Institutional Supplies : Foodservice","","2.46","","","","","","","","","","true"
